title,productor
"Sinister","Possessed Pictures"
"Water","David Hamilton Productions"
"Water","Echo Lake Productions"
"Water","Flagship International"
"Water","Noble Nomad Pictures"
"Whipped","Hi-Rez Films"
"Jawbreaker","TriStar Pictures"
"Jawbreaker","Crossroads Films"
"Jawbreaker","Kramer-Tornell Productions"
"Basquiat","Miramax"
"Basquiat","Eleventh Street Production"
"Basquiat","Jon Kilik"
"Tsotsi","Movieworld Productions"
"Tsotsi","Industrial Development Corporation of South Africa"
"Tsotsi","UK Film & TV Production Company"
"Tsotsi","National Film & Video Foundation of South Africa"
"Happiness","Killer Films"
"Happiness","Good Machine"
"Tusk","Phase 4 Films"
"Tusk","Demarest Films"
"Tusk","SModcast Pictures"
"Tusk","A24"
"Freeway","The Kushner-Locke Company"
"Freeway","August Entertainment"
"Freeway","Multicom entertainment"
"Creature","MGM Television"
"Creature","Trilogy Entertainment Group"
"Creature","Hallmark Entertainment"
"Bachelorette","Gary Sanchez Productions"
"Bachelorette","BCDF Pictures"
"Sommersturm","Claussen + Wöbke Filmproduktion GmbH"
"Demonic","Icon Entertainment International"
"Demonic","Dimension Films"
"Demonic","First Point Entertainment"
"Demonic","IM Global"
"Amnesiac","Infra-Red Pictures"
"Freakonomics","Chad Troutwine Films"
"Freakonomics","Green Film Company"
"Freakonomics","Human Worldwide"
"Freakonomics","Loki Films"
"Unnatural","August Heart Entertainment"
"Ida","Danish Film Institute"
"Ida","Portobello Pictures"
"Ida","Eurimages"
"Ida","Canal+ Polska"
"Ida","Opus Film"
"Ida","Polski Instytut Sztuki Filmowej"
"Ida","Phoenix Film Investments"
"Ida","City of Lodz"
"Ida","Phoenix Film Poland"
"Maurice","Merchant Ivory Productions"
"Maurice","Film Four International"
"Hud","Paramount Pictures"
"Religulous","Lions Gate Films"
"Anatomie","Claussen + Wöbke Filmproduktion GmbH"
"Super","This Is That Productions"
"Super","Ambush Entertainment"
"Super","Crimson Bolt"
"Stung","Rat Pack Filmproduktion"
"Stung","XYZ Films"
"Antibirth","Hideaway Pictures"
"Antibirth","Traverse Media"
"Antibirth","Culmination Productions"
"Thr3e","MovieRoom Productions"
"Idiocracy","Twentieth Century Fox Film Corporation"
"Idiocracy","Ternion Pictures"
"Fantasia","Walt Disney Pictures"
"Eden","Ombra Films"
"Eden","Perlapartment Pictures"
"Eden","Gobsmack"
"Eden","H&H Creative Ventures"
"Bully","StudioCanal"
"Elling","Maipo Film- og TV Produksjon"
"Containment","Bright Cold Day Films"
"Containment","Patchwork Productions"
"Containment","Bandoola Productions"
"Sleeper","Rollins-Joffe Productions"
"Courageous","TriStar Pictures"
"Courageous","Provident Films"
"Courageous","Affirm Films"
"Courageous","Sherwood Pictures"
"Courageous","Alabama Production Group"
"Thirteen","Fox Searchlight Pictures"
"Thirteen","Sound for Film"
"Thirteen","Working Title Films"
"Thirteen","Antidote Films (I)"
"Captive","Itaca Films"
"Captive","BN Films"
"Captive","Brightside Entertainment"
"Captive","1019 Entertainment"
"Captive","Yoruba Saxon Productions"
"Shortbus","Fortissimo Films"
"Shortbus","Process Productions"
"Shortbus","Q Television"
"Subway","Gaumont"
"Teeth","Teeth"
"Stonewall","Centropolis Entertainment"
"Stonewall","Mel's Cite du Cinema"
"London","Destination Films"
"London","Silver Nitrate Films"
"London","National Film and Television School (NFTS)"
"London","LHR Productions Inc."
"Sherrybaby","Red Envelope Entertainment"
"Circle","Votiv Films"
"Circle","Taggart Productions"
"Plush","Blumhouse Productions"
"Plush","IM Global Octane"
"Plush","Reliance"
"Jerusalema","Muti Films"
"Stitches","Bórd Scannán na hÉireann"
"Stitches","Irish Film Board"
"Stitches","Fantastic Films"
"Stitches","MPI Media Group"
"Stitches","Tailored Films"
"Stitches","Solid Entertainment"
"Bananas","United Artists"
"Bananas","Jack Rollins & Charles H. Joffe Productions"
"Rockaway","Rockaway the Movie"
"Rockaway","Off Hollywood Pictures"
"Rockaway","Panamax Films"
"Rockaway","Crook Brothers Productions"
"Highway","Alex Entertainment Inc."
"Buried","Studio 37"
"Buried","Versus Entertainment"
"Buried","The Safran Company"
"Buried","Dark Trick Films"
"Submarine","Film4"
"Submarine","Film Agency for Wales"
"Submarine","Red Hour Films"
"Submarine","Warp (Submarine)"
"Submarine","Warp Films"
"Abandoned","Making Movies"
"Songcatcher","Rigas Entertainment"
"Songcatcher","ErgoArts"
"Sublime","Raw Feed"
"May","A Loopy Production LLC"
"May","2 Loop Films"
"Dabba","UTV Motion Pictures"
"Yes","GreeneStreet Films"
"Yes","UK Film Council"
"Yes","Studio Fierberg"
"Yes","Adventure Pictures"
"Foolish","No Limit Films"
"Foolish","Shooting Star Pictures"
"Waitress","Night and Day Pictures"
"Bloodsport","Cannon Films"
"Kids","Miramax Films"
"Spellbound","Selznick International Pictures"
"Exotica","Miramax Films"
"Exotica","Alliance Entertainment"
"Exotica","Ego Film Arts"
"Insidious","Alliance Films"
"Insidious","IM Global"
"Insidious","Stage 6 Films"
"Insidious","Haunted Movies"
"Hatchet","ArieScope Pictures"
"Amigo","Anarchist's Convention Films"
"Pontypool","Ponty Up Pictures"
"Pontypool","Shadow Shows"
"Trucker","Plum Pictures"
"Trucker","Hanson Allen Films"
"Trucker","Hart-Lunsford Pictures"
"Housebound","Semi-Professional"
"Checkmate","Status Media & Entertainment"
"Checkmate","Puppy Entertainment"
"Shalako","Central Cinema Company Film"
"Shalako","Palomar Pictures International"
"Shalako","Kingston Film Productions Ltd."
"GirlHouse","Brookstreet Pictures"
"Batman","Twentieth Century Fox Film Corporation"
"Batman","DC Comics"
"Batman","William Dozier Productions"
"Batman","Greenlawn Productions"
"Festen","Nordic Film"
"Festen","Sveriges Television (SVT)"
"Festen","Nimbus Film Productions"
"Rebecca","Selznick International Pictures"
"Niagara","Twentieth Century Fox Film Corporation"
"Saw","Lions Gate Films"
"Saw","Twisted Pictures"
"Saw","Evolution Entertainment"
"Saw","Saw Productions Inc."
"Q","Acajou Films"
"Q","Rebel Rebel"
"Q","Birka Holding"
"Casablanca","Warner Bros."
"Rocky","United Artists"
"Unfriended","Bazelevs Production"
"Unfriended","Blumhouse Productions"
"Hellraiser","New World Pictures"
"Hellraiser","Cinemarque Entertainment BV"
"Hellraiser","Film Futures"
"Hellraiser","Rivdel Films"
"Transamerica","IFC Films"
"Transamerica","The Weinstein Company"
"Departure","British Film Institute (BFI)"
"Departure","Amaro Films"
"Departure","Connectic Studio"
"Departure","Motion Group Pictures"
"Orgazmo","Kuzui Enterprises"
"Orgazmo","Avenging Conscience"
"Orgazmo","Focus Features"
"Ajami","ARTE"
"Ajami","Inosan"
"Ajami","Das Kleine Fernsehspiel (ZDF)"
"Ajami","Twenty Twenty Vision Filmproduktion GmbH"
"Jagal","Spring Films"
"Jagal","Final Cut for Real"
"Jagal","Piraya Film A/S"
"Jagal","Novaya Zemlya"
"Special","Rival Pictures"
"Heli","Mantarraya Producciones"
"Heli","No Dream Cinema"
"Heli","Lemming Film"
"Heli","Le Pacte"
"Heli","Fondo para la Producción Cinematográfica de Calidad (FOPROCINE)"
"Heli","ZDF/Arte"
"Heli","unafilm"
"Heli","Centre National du Cinéma et de L'image Animée (CNC)"
"Heli","Tres Tunas"
"Heli","Consejo Nacional para la Cultura y las Artes (CONACULTA)"
"Heli","Ticoman"
"Heli","Iké Asistencia"
"Heli","Fonds Sud Cinéma"
"Heli","Ministère des Affaires Etrangères et Européennes"
"Heli","Film- und Medienstiftung NRW"
"Heli","Netherland Filmfund"
"Heli","Sundance / NHK International Filmmakers Award"
"Hits","Honora Productions"
"Hits","Brooks Media"
"Charly","ABC Pictures"
"Charly","Cinerama Releasing Corporation"
"Circumstance","A Space Between"
"Circumstance","Marakesh Films"
"Circumstance","Bago Pictures"
"Bambi","Walt Disney Productions"
"Deterrence","Battleplan Productions"
"Deterrence","TF1 International"
"Deterrence","Moonstone Entertainment"
"Vessel","Baker's Dozen Productions"
"Rize","David LaChapelle Studios"
"Rize","HSI Productions"
"Rize","Darkfibre Entertainment Ltd."
"Rize","Got Films"
"After","Seabourne Pictures"
"After","Quite Quick Productions"
"Woodstock","Wadleigh-Maurice"
"Woodstock","Warner Bros."
"Fireproof","Carmel Entertainment"
"Fireproof","Provident Films"
"Fireproof","Samuel Goldwyn Films"
"Fireproof","Affirm Films"
"Fireproof","Sherwood Pictures"
"Osama","Hubert Bals Fund"
"Osama","NHK"
"Osama","LeBrocquy Fraser Productions"
"Osama","Barmak Film"
"Rubber","Canal+"
"Rubber","Backup Films"
"Rubber","Arte France"
"Rubber","Arte France Cinéma"
"Rubber","Elle Driver"
"Rubber","1.85 Films"
"Rubber","Realitism Films"
"Rubber","Sindika Dokolo"
"Monsters","Vertigo Entertainment"
"Subconscious","Rainsworth Productions"
"Subconscious","Hilton Media Management"
"Subconscious","Underwater Productions"
"Metropolitan","Allagash Films"
"Intolerance","Triangle Film Corporation"
"Intolerance","Wark Producing Corp."
"Maniac","La Petite Reine"
"Maniac","Studio 37"
"Maniac","Canal+"
"Maniac","Ciné+"
"Murderball","Thinkfilm"
"Tumbleweeds","Fine Line Features"
"Bizarre","Eivissa Productions"
"Bizarre","Bushwick Factory"
"Compliance","Muskat Filmed Properties"
"Compliance","Bad Cop Bad Cop Film Productions"
"Compliance","Dogfish Pictures"
"Cube","Téléfilm Canada"
"Cube","Feature Film Project"
"Cube","Cube Libre"
"Cube","Harold Greenberg Fund"
"Cube","Odeon Films"
"Cube","Ontario Film Development Corporation"
"Cube","Viacom Canada"
"November","IFC Productions"
"Exam","Hazeldine Films"
"Exam","Bedlam Productions"
"Ink","Double Edge Films"
"Butterfly","Par-Par Productions"
"Bronson","EM Media"
"Bronson","Aramid Entertainment Fund"
"Bronson","Vertigo Films"
"Bronson","Str8jacket Creations"
"Bronson","4DH Films"
"Bronson","Perfume Films"
"Burn","Apostle Productions"
"Swingers","Miramax Films"
"Swingers","Independent Pictures (II)"
"Swingers","The Alfred Shay Company Inc."
"Drei","X-Filme Creative Pool"
"Drei","ARTE"
"Drei","Westdeutscher Rundfunk (WDR)"
"Drei","ARD Degeto Film"
"Baghead","Duplass Brothers Productions"
"Solitude","Gravitas Ventures"
"Ordet","Palladium Film"
"Weekend","EM Media"
"Weekend","The Bureau"
"Weekend","Glendale Picture Company"
"Weekend","Synchronicity Films"
"Tadpole","IFC Productions"
"Tadpole","InDigEnt (Independent Digital Entertainment)"
"Tadpole","Miramax"
"Tadpole","Dolly Hall Productions"
"Once","Summit Entertainment"
"Once","Samson Films"
"Once","RTE"
"Aroused","Cherry On Top"
"Eraserhead","American Film Institute (AFI)"
"Eraserhead","Libra Films"
"Straightheads","Ingenious Film Partners"
"Straightheads","Screen West Midlands"
"Straightheads","UK Film Council"
"Straightheads","DJ Films"
"Straightheads","Film4"
"Straightheads","Verve Pictures"
"Straightheads","Free Range Films"
"Pi","Truth and Soul Pictures Inc"
"Pi","Protozoa Pictures"
"Pi","Harvest Filmworks"
"Pi","Plantain Films"
"Absentia","Blue Dot Productions"
"Absentia","FallBack Plan Productions"
"Clerks","Miramax Films"
"Clerks","View Askew Productions"
"Rampage","Boll Kino Beteiligungs GmbH & Co. KG"
"Rampage","Brightlight Pictures"
"Rampage","Pitchblack Pictures Inc."
"Rampage","Event Film Distribution"
"Rampage","Amok Productions"
"Backmask","GO Productions"
"Backmask","Vicarious Entertainment"
"Backmask","Bloodline Productions"
"Backmask","Shallow Focus"
"Bang","Asylum Films"
"Bang","FM Entertainment"
"Bang","Eagle Eye Films Inc."
"Primer","Thinkfilm"
